Type;Rarity;Name;Description
Primary Weapon;Tier 4 - Legendary;Aantari Bow; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+11 phy , <b>Burden</b>: Two-Handed <br>  <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 4 - Legendary;Hand Cannon; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+12 phy , <b>Burden</b>: One-Handed <br>  <b>Reloading</b>: After you make an attack, roll a d6. On a result of 1, you must mark a Stress to reload this weapon before you can fire it again.
Primary Weapon;Tier 4 - Legendary;Legendary Arcane Gauntlets; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+12 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Hallowed Axe; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+10 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Glowing Rings; <i>Magical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+11 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Hand Runes; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+9 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Returning Blade; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d8+9 mag , <b>Burden</b>: One-Handed <br>  <b>Returning</b>: When this weapon is thrown within its range, it appears in your hand immediately after the attack.
Primary Weapon;Tier 4 - Legendary;Legendary Shortstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Close,   <b>Damage</b>: d8+10 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Dualstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+12 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Scepter; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Far,   <b>Damage</b>: d8+9 mag , <b>Burden</b>: Two-Handed <br>  <b>Versatile</b>: This weapon can also be used with these statistics - Presence, Melee, d8+6
Primary Weapon;Tier 4 - Legendary;Legendary Wand; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d6+10 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 4 - Legendary;Legendary Greatstaff; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+9 mag , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 4 - Legendary;Sword of Light and Flame; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+11 mag , <b>Burden</b>: Two-Handed <br>  <b>Hot</b>: This weapon cuts through solid material.
Primary Weapon;Tier 4 - Legendary;Siphoning Gauntlets; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 mag , <b>Burden</b>: Two-Handed <br>  <b>Lifestealing</b>: On a successful attack, roll a d6. On a result of 6, clear a Hit Point or clear a Stress.
Primary Weapon;Tier 4 - Legendary;Midas Scythe; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 mag , <b>Burden</b>: Two-Handed <br>  <b>Greedy</b>: Spend a handful of gold to gain a +1 bonus to your Proficiency on a damage roll.
Primary Weapon;Tier 4 - Legendary;Floating Bladeshards; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Close,   <b>Damage</b>: d8+9 mag , <b>Burden</b>: One-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 4 - Legendary;Bloodstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d20+7 mag , <b>Burden</b>: Two-Handed <br>  <b>Painful</b>: Each time you make a successful attack, you must mark a Stress
Primary Weapon;Tier 4 - Legendary;Thistlebow; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+13mag , <b>Burden</b>: Two-Handed <br>  <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 4 - Legendary;Wand of Essek; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d8+13 mag , <b>Burden</b>: One-Handed <br>  <b>Timebending</b>: You choose the target of your attack after making your attack roll.
Primary Weapon;Tier 4 - Legendary;Magus Revolver; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+13 mag , <b>Burden</b>: One-Handed <br>  <b>Reloading</b>: After you make an attack, roll a d6. On a result of 1, you must mark a Stress to reload this weapon before you can fire it again.
Primary Weapon;Tier 4 - Legendary;Fusion Gloves; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+9 mag , <b>Burden</b>: Two-Handed <br>  <b>Bonded</b>: Gain a bonus to your damage equal to your level.
Secondary Weapon;Tier 4 - Legendary;Legendary Shortsword;  <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+5 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 4 - Legendary;Legendary Round Shield;  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d4+6 phy , <b>Burden</b>: One-Handed <br>  <b>Protective</b>: +4 to Armor Score, 
Secondary Weapon;Tier 4 - Legendary;Legendary Tower Shield;"  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d6+6 phy , <b>Burden</b>: One-Handed <br>  <b>Barrier</b>: +5 to Armor Score; -1 to Evasion. "
Secondary Weapon;Tier 4 - Legendary;Legendary Small Dagger;  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+5 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 4 - Legendary;Legendary Whip;  <b>Trait</b>: Presence,   <b>Range</b>: Very Close,   <b>Damage</b>: d6+6 phy , <b>Burden</b>: One-Handed <br>  <b>Startling</b>: Mark a Stress to cack the whip and force all adversaries within Melee range back to Close range. 
Secondary Weapon;Tier 4 - Legendary;Legendary Grappler;  <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d6+6 phy , <b>Burden</b>: One-Handed <br>  <b>Hooked</b>: On a successful attack,  you can pull the target into Melee range.
Secondary Weapon;Tier 4 - Legendary;Legendary Hand Crossbow;  <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+7 phy , <b>Burden</b>: One-Handed <br> 
Secondary Weapon;Tier 4 - Legendary;Braveshield;  <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d4+6 phy , <b>Burden</b>: One-Handed <br> <b>Sheltering</b>: When you mark an Armor Slot,  it reduces damage for you and all allies within Melee range of you who took the same damage.
Secondary Weapon;Tier 4 - Legendary;Knuckle Claws;  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d6+8 phy , <b>Burden</b>: One-Handed <br> <b>Double Up</b>: When you make an attack with your primary weapon,  you can deal damage to another target within Melee range.
Secondary Weapon;Tier 4 - Legendary;Primer Shard;  <b>Trait</b>: Instinct,   <b>Range</b>: Very Close,   <b>Damage</b>: d4 phy , <b>Burden</b>: One-Handed <br> <b>Locked On</b>: On a successful attack,  your next attack against the same target with your primary weapon automatically succeeds.
Primary Weapon;Tier 3 - Rare;Advanced Broadsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: One-Handed <br>   <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 3 - Rare;Advanced Longsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Battleaxe; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Greatsword;" <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 phy , <b>Burden</b>: Two-Handed <br>  <b>Massive</b>: -1 to Evasion; on a successful attack, roll an additional damage die and discard the lowest result."
Primary Weapon;Tier 3 - Rare;Advanced Mace; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Warhammer; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d12+9 phy , <b>Burden</b>: Two-Handed <br>  <b>Heavy</b>: -1 to Evasion.
Primary Weapon;Tier 3 - Rare;Advanced Dagger; <i>Physical</i>,  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+7 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Quarterstaff; <i>Physical</i>,  <b>Trait</b>: Instinct,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Cutlass; <i>Physical</i>,  <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+7 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Rapier; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: One-Handed <br>  <b>Quick</b>: When you make an attack, you can mark a Stress to target another creature within range.
Primary Weapon;Tier 3 - Rare;Advanced Halberd; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+8 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 3 - Rare;Advanced Spear; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+9 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Shortbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Far,   <b>Damage</b>: d6+9 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Crossbow; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+7 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Longbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Far,   <b>Damage</b>: d8+9 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 3 - Rare;Flickerfly Blade; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+5 phy , <b>Burden</b>: One-Handed <br>  <b>Sharpwing</b>: Gain a bonus to your damage rolls equal to your Agility.
Primary Weapon;Tier 3 - Rare;Bravesword;" <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d12+7 phy , <b>Burden</b>: Two-Handed <br>  <b>Brave</b>: -1 to Evasion; +3 to Severe damage threshold."
Primary Weapon;Tier 3 - Rare;Hammer of Wrath; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+7 phy , <b>Burden</b>: Two-Handed <br>  <b>Devastating</b>: Before you make an attack roll
Primary Weapon;Tier 3 - Rare;Labrys Axe; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+7 phy , <b>Burden</b>: Two-Handed <br>  <b>Protective</b>: +1 to Armor Score.
Primary Weapon;Tier 3 - Rare;Meridian Cutlass; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d10+5 phy , <b>Burden</b>: One-Handed <br>  <b>Dueling</b>: When there are no other creatures within Close range of the target
Primary Weapon;Tier 3 - Rare;Retractable Saber; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d10+7 phy , <b>Burden</b>: One-Handed <br>  <b>Retractable</b>: The blade can be hidden in the hilt to avoid detection.
Primary Weapon;Tier 3 - Rare;Double Flail; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+8 phy , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 3 - Rare;Talon Blades; <i>Physical</i>,  <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d10+7 phy , <b>Burden</b>: Two-Handed <br>  <b>Brutal</b>: When you roll the maximum value on a damage die
Primary Weapon;Tier 3 - Rare;Black Powder Revolver; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+8 phy , <b>Burden</b>: One-Handed <br>  <b>Reloading</b>: After you make an attack
Primary Weapon;Tier 3 - Rare;Spiked Bow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+7 phy , <b>Burden</b>: Two-Handed <br>  <b>Versatille</b>: This weapon can also be used with these statistics - Agility
Primary Weapon;Tier 3 - Rare;Advanced Arcane Gauntlets; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+9 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Hallowed Axe; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+7 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Glowing Rings; <i>Magical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+8 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Hand Runes; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+6 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Returning Blade; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d8+6 mag , <b>Burden</b>: One-Handed <br>  <b>Returning</b>: When this weapon is thrown within its range,it appears in your hand immediately after the attack.
Primary Weapon;Tier 3 - Rare;Advanced Shortstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Close,   <b>Damage</b>: d8+7 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Dualstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+9 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Scepter; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Far,   <b>Damage</b>: d8+6 mag , <b>Burden</b>: Two-Handed <br>  <b>Versatile</b>: This weapon can also be used with these statistics - Presence, Melee, d8+4.
Primary Weapon;Tier 3 - Rare;Advanced Wand; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d6+7 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 3 - Rare;Advanced Greatstaff; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+6 mag , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 3 - Rare;Axe of Fortunis; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+8 mag , <b>Burden</b>: Two-Handed <br>  <b>Lucky</b>: On a failed attack, you can Mark a Stress to reroll your attack.
Primary Weapon;Tier 3 - Rare;Blessed Anlace; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 mag , <b>Burden</b>: One-Handed <br>  <b>Healing</b>: During downtime, automatically clear a Hit Point.
Primary Weapon;Tier 3 - Rare;Ghostblade; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d10+7 phy or mag , <b>Burden</b>: One-Handed <br>  <b>Otherworldly</b>: On a successful attack you can deal physical or magic damage.
Primary Weapon;Tier 3 - Rare;Runes of Ruination; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Very Close,   <b>Damage</b>: d20+4 mag , <b>Burden</b>: One-Handed <br>  <b>Painful</b>: Each time you make a successful attack
Primary Weapon;Tier 3 - Rare;Widogast Pendant; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Close,   <b>Damage</b>: d10+5 mag , <b>Burden</b>: One-Handed <br>  <b>Timebending</b>: You choose the target of your attack after making your attack roll.
Primary Weapon;Tier 3 - Rare;Gilded Bow; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+7 mag , <b>Burden</b>: Two-Handed <br>  <b>Self-correcting</b>: When you roll a 1 on a damage die, it deals 6 damage instead.
Primary Weapon;Tier 3 - Rare;Firestaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+7 mag , <b>Burden</b>: Two-Handed <br>  <b>Burning</b>: When you roll a 6 on a damage die, the target must mark a Stress.
Primary Weapon;Tier 3 - Rare;Mage Orb; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d6+7 mag , <b>Burden</b>: One-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 3 - Rare;Ilmari's Rifle; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+6 mag , <b>Burden</b>: One-Handed <br>  <b>Reloading</b>: After you make an attack, roll a d6. On a result of 1, you must mark a Stress to reload this weapon before you can fire it again.
Secondary Weapon;Tier 3 - Rare;Advanced Shortsword;  <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+4 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 3 - Rare;Advanced Round Shield;  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d4+4 phy , <b>Burden</b>: One-Handed <br>  <b>Protective</b>: +3 to Armor Score
Secondary Weapon;Tier 3 - Rare;Advanced Tower Shield;"  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  <b>Barrier</b>: +4 to Armor Score; -1 to Evasion. "
Secondary Weapon;Tier 3 - Rare;Advanced Small Dagger;  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+4 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 3 - Rare;Advanced Whip;  <b>Trait</b>: Presence,   <b>Range</b>: Very Close,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  <b>Startling</b>: Mark a Stress to cack the whip and force all adversaries within Melee range back to Close range. 
Secondary Weapon;Tier 3 - Rare;Advanced Grappler;  <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  <b>Hooked</b>: On a successful attack,  you can pull the target into Melee range.
Secondary Weapon;Tier 3 - Rare;Advanced Hand Crossbow;  <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+5 phy , <b>Burden</b>: One-Handed <br> 
Secondary Weapon;Tier 3 - Rare;Buckler;  <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d4+4 phy , <b>Burden</b>: One-Handed <br>  <b>Deflecting</b>: When you are attacked,  you can mark an Armor Slot to gain a bonus to your Evasion equal to your available Armor Slots against the attack.
Secondary Weapon;Tier 3 - Rare;Powered Gauntlet;  <b>Trait</b>: Knowledge,   <b>Range</b>: Close,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  <b>Charged</b>: Mark a Stress to  gain a +1 bonus to your Proficiency on a primary weapon attack
Secondary Weapon;Tier 3 - Rare;Hand Sling;  <b>Trait</b>: Finesse,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  <b>Versatile</b>: This weapon can also be used with these statistics - Finesse,  Close
Primary Weapon;Tier 2 - Uncommon;Improved Broadsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+3 phy , <b>Burden</b>: One-Handed <br>   <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 2 - Uncommon;Improved Longsword; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Battleaxe; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Greatsword;" <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 phy , <b>Burden</b>: Two-Handed <br>  <b>Massive</b>: -1 to Evasion; on a successful attack, roll an additional damage die and discard the lowest result."
Primary Weapon;Tier 2 - Uncommon;Improved Mace; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Warhammer; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d12+6 phy , <b>Burden</b>: Two-Handed <br>  <b>Heavy</b>: -1 to Evasion.
Primary Weapon;Tier 2 - Uncommon;Improved Dagger; <i>Physical</i>,  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Quarterstaff; <i>Physical</i>,  <b>Trait</b>: Instinct,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Cutlass; <i>Physical</i>,  <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Rapier; <i>Physical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Melee,   <b>Damage</b>: d8+3 phy , <b>Burden</b>: One-Handed <br>  <b>Quick</b>: When you make an attack, you can mark a Stress to target another creature within range.
Primary Weapon;Tier 2 - Uncommon;Improved Halberd; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+5 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 2 - Uncommon;Improved Spear; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Shortbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Far,   <b>Damage</b>: d6+6 phy , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Crossbow; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Longbow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Far,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: Two-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 2 - Uncommon;Gilded Falchion; <i>Physical</i>,   <b>Trait</b>: Strength,  <b>Range</b>: Melee,   <b>Damage</b>: d10+4 phy , <b>Burden</b>: One-Handed <br>  <b>Cumbersome</b>: -1 to Finesse.
Primary Weapon;Tier 2 - Uncommon;Knuckle Blades; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 phy , <b>Burden</b>: Two-Handed <br>  <b>Brutal</b>: When you roll the maximum value on a damage die
Primary Weapon;Tier 2 - Uncommon;Urok Broadsword; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+3 phy , <b>Burden</b>: One-Handed <br>  <b>Deadly</b>: When you deal Severe damage
Primary Weapon;Tier 2 - Uncommon;Bladed Whip; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+3 phy , <b>Burden</b>: One-Handed <br>  <b>Quick</b>: When you make an attack, you can mark a Stress to target another creature within range.
Primary Weapon;Tier 2 - Uncommon;Steelforged Halberd; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+4 phy , <b>Burden</b>: Two-Handed <br>  <b>Scary</b>: On a successful attack
Primary Weapon;Tier 2 - Uncommon;War Scythe; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Very Close,   <b>Damage</b>: d8+5 phy , <b>Burden</b>: Two-Handed <br>  <b>Reliable</b>: +1 to attack rolls.
Primary Weapon;Tier 2 - Uncommon;Blunderbuss; <i>Physical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Close,  <b>Damage</b>: d8+6 phy , <b>Burden</b>: Two-Handed <br>  <b>Reloading</b>: After you make an attack
Primary Weapon;Tier 2 - Uncommon;Greatbow; <i>Physical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Far,   <b>Damage</b>: d8+6 phy , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 2 - Uncommon;Finehair Bow; <i>Physical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+5 phy , <b>Burden</b>: Two-Handed <br>  <b>Reliable</b>: +1 to attack rolls.
